CustomerID,Full Name,Email,Phone,City,State,Country,Gender,Age,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,LastUpdated,ReferrerID,PromotionalEmails,FeedbackRating,Last Purchase Date,Join Date,Account Creation Date
Cust_8258,Carol Watson,debra.torres@None,(374)793-7608,South Joshuamouth,Minnesota,Pakistan,Female,43,5096.1,0,0,Silver,Credit Card,Married,High School,Other,"? 45,519",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_8260,Thomas Chavez,autumn.bennett@gmail.com,+1-271-386-6929x6875,Kyleborough,Iowa,Paraguay,Female,43,7266.91,0,8,Bronze,Debit Card,Single,High School,Teacher,"? 45,518",unknown,TRUE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_8395,Robert Robertson,nicholas.meyer@outlook.com,4912117540,New Christinaside,New Mexico,Martinique,Female,43,6450.93,0,8,Platinum,Debit Card,Single,Master,Other,"? 45,358",unknown,TRUE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_8638,Melissa Bradley,melissa.brown@yahoo.com,441.337.5930x72167,North Jorge,Texas,Iraq,Male,43,3594.59,0,0,Bronze,PayPal,Married,High School,Other,"? 45,325",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_8700,Scott Wilson,kelly.wilson@yahoo.com,459.250.5435x61769,Nicholasburgh,North Dakota,Thailand,Female,43,1766.06,0,12,Gold,PayPal,Married,Master,Other,"? 45,382",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9167,Mario Stanley,alexander.carpenter@gmail.com,533.909.5320,Jeffreymouth,Wisconsin,Botswana,Female,43,4294.02,0,0,Gold,PayPal,Married,High School,Teacher,"? 45,423",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9584,Jessica Garner,michael.murray@yahoo.com,(705)697-5553,Christopherburgh,Connecticut,Argentina,Female,43,8572.33,0,10,Platinum,PayPal,Divorced,Bachelor,Engineer,"? 45,362",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9599,Todd Johnson,bradley.myers@outlook.com,609.963.8652x3458,Port Lindsay,Wyoming,Yemen,Female,43,8480.19,0,0,Platinum,PayPal,Divorced,Master,Other,"? 45,414",unknown,TRUE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9622,Sarah Leonard,rachel.brown@yahoo.com,639-831-9942,Lake Vincentview,Maryland,Guinea-Bissau,Male,43,1511.76,0,3,Platinum,Debit Card,Single,High School,Other,"? 45,507",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9813,Susan Ayala,sean.gonzalez@gmail.com,-3326,Melissashire,Massachusetts,Venezuela,Female,43,9462.72,0,9,Platinum,Credit Card,Single,Bachelor,Doctor,"? 45,420",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9829,Charles Bishop,elijah.nash@gmail.com,848-214-0788x137,Hamptonview,Florida,Kyrgyz Republic,Male,43,3127.08,0,4,Silver,PayPal,Married,Bachelor,Other,"? 45,477",unknown,FALSE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_9982,Carol Fernandez,jennifer.wells@None,-1933,Lake John,Pennsylvania,United Arab Emirates,Female,43,3273.04,0,0,Bronze,PayPal,Divorced,Bachelor,Other,"? 45,419",unknown,TRUE,2.93,24-Oct-24,24-Oct-24,24-Oct-24
Cust_89,Alexander Gibbs,stacey.cannon@None,+1-309-930-2021x2689,Pierceland,Montana,Micronesia,Male,43,8113.48,0,0,Silver,PayPal,Divorced,Master,Other,"? 45,534",unknown,TRUE,2.2,24-Oct-24,24-Oct-24,24-Oct-24
Cust_125,Calvin Salazar,stephanie.scott@outlook.com,2489014643,East Lorimouth,Wisconsin,Nauru,Female,43,2499.36,0,0,Gold,Debit Card,Married,Master,Other,"? 45,569",unknown,FALSE,4.8,24-Oct-24,24-Oct-24,24-Oct-24
Cust_281,Brittany Moore,erin.jackson@None,5374564126,Jamesfurt,Nebraska,Cape Verde,Male,43,2708.93,0,0,Bronze,PayPal,Married,Master,Other,"? 45,506",unknown,FALSE,1.8,24-Oct-24,24-Oct-24,24-Oct-24
Cust_493,Peter Myers,logan.bell@yahoo.com,001-854-886-4585x88732,Rodriguezside,Tennessee,Seychelles,Female,43,1611.23,0,0,Bronze,Credit Card,Married,Master,Other,"? 45,559",unknown,TRUE,1.2,24-Oct-24,24-Oct-24,24-Oct-24
Cust_686,Christopher Bond,morgan.wood@gmail.com,001-430-913-6568x65659,Lake Joshua,Wyoming,Martinique,Female,43,9965.79,0,0,Silver,Debit Card,Married,Master,Other,"? 45,329",unknown,TRUE,1.4,24-Oct-24,24-Oct-24,24-Oct-24
Cust_757,Kenneth Williams,anthony.lewis@yahoo.com,(877)804-3004x02512,South Michael,Kansas,Azerbaijan,Female,43,7334.55,0,3,Bronze,Debit Card,Divorced,Bachelor,Other,"? 45,389",unknown,TRUE,2.9,24-Oct-24,24-Oct-24,24-Oct-24
Cust_763,Michelle Johnson,kara.phelps@None,001-390-361-1591x20480,Hansonport,Maryland,Comoros,Female,43,6507.13,0,4,Bronze,Credit Card,Divorced,Master,Other,"? 45,355",unknown,TRUE,4.1,24-Oct-24,24-Oct-24,24-Oct-24
Cust_784,Lance Shaw,lawrence.lang@gmail.com,+1-973-453-0506x1723,North Patrick,Wisconsin,Marshall Islands,Female,43,5991.36,0,0,Platinum,Debit Card,Married,Master,Engineer,"? 45,323",unknown,TRUE,1,24-Oct-24,24-Oct-24,24-Oct-24
Cust_786,Benjamin Aguilar,joshua.wilcox@gmail.com,+1-910-417-9367x39051,East Anthonyton,Tennessee,Belarus,Female,43,7303.82,0,5,Bronze,Credit Card,Married,Bachelor,Other,"? 45,406",unknown,FALSE,1.9,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1059,Jeffrey Ross,rebecca.price@yahoo.com,(238)356-5095x509,Nancyfort,South Dakota,Liberia,Female,43,9113.83,0,8,Silver,Credit Card,Married,Master,Other,"? 45,499",unknown,FALSE,1.7,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1434,Francisco Smith,nancy.terry@gmail.com,+1-887-973-5007x9006,Fordbury,Utah,Northern Mariana Islands,Female,43,5607.05,0,0,Gold,Credit Card,Married,Master,Doctor,"? 45,350",unknown,TRUE,4.4,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1541,Tiffany Thornton,michael.moss@None,829-970-5618x338,Alexandershire,Iowa,Fiji,Female,43,3301.26,0,9,Bronze,PayPal,Married,Bachelor,Other,"? 45,320",unknown,TRUE,1.4,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1589,Erica Jensen,desiree.mitchell@outlook.com,+1-273-960-8471x50745,Flowersberg,Connecticut,Mayotte,Female,43,4869.37,0,0,Gold,Credit Card,Single,High School,Other,"? 45,436",unknown,TRUE,4.2,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1593,Cheyenne Johnson,carmen.coleman@outlook.com,878-255-8697x3997,New Matthewborough,New York,Jamaica,Male,43,4466.87,0,7,Platinum,Debit Card,Married,Master,Other,"? 45,374",unknown,TRUE,1.2,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1641,Gordon Harris,michael.myers@outlook.com,(665)775-8710x615,South Billy,South Carolina,Grenada,Female,43,4055.39,0,3,Gold,PayPal,Single,High School,Engineer,"? 45,419",unknown,TRUE,3.1,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1857,James Cox,peggy.smith@gmail.com,+1-916-618-6643x1406,East Lauren,Minnesota,Peru,Male,43,4410.54,0,7,Platinum,Credit Card,Married,Master,Engineer,"? 45,522",unknown,TRUE,3.9,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1875,Lisa Sanford,suzanne.pena@outlook.com,792.516.0765,New Jimmyshire,Texas,Tajikistan,Female,43,6246.35,0,7,Silver,Credit Card,Married,Master,Other,"? 45,363",unknown,TRUE,3.1,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1904,Brian Robinson,brooke.humphrey@outlook.com,(670)321-9914x70526,Port Madison,Pennsylvania,New Caledonia,Male,43,8812.49,0,0,Silver,Credit Card,Married,Master,Other,"? 45,294",unknown,FALSE,1.4,24-Oct-24,24-Oct-24,24-Oct-24
Cust_1970,Melissa Goodman,matthew.alvarado@yahoo.com,+1-323-732-3786x92129,Lake William,South Carolina,Faroe Islands,Female,43,8531.92,0,0,Platinum,PayPal,Married,Bachelor,Engineer,"? 45,493",unknown,FALSE,2.1,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2245,Erika Dawson,joshua.west@gmail.com,947-491-8807,South Laura,Illinois,Australia,Female,43,7552.17,0,5,Silver,Credit Card,Married,Bachelor,Doctor,"? 45,445",unknown,TRUE,1.6,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2308,April Collins,rebecca.huff@outlook.com,654-774-5904x872,East Kimberlytown,Massachusetts,Peru,Female,43,8408.61,0,2,Bronze,Debit Card,Married,Bachelor,Other,"? 45,531",unknown,FALSE,1.7,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2349,Daniel Hansen,james.hubbard@None,-11013,Port Travis,Tennessee,Bangladesh,Female,43,6864.91,0,0,Bronze,PayPal,Single,Master,Doctor,"? 45,306",unknown,TRUE,1.7,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2357,Nicholas Wright,heather.boyle@yahoo.com,6668487516,North Johnhaven,Montana,Mali,Female,43,9627.72,0,0,Platinum,PayPal,Single,Bachelor,Other,"? 45,350",unknown,FALSE,1.6,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2376,Marc Williams,ronald.combs@outlook.com,575.363.8750x8171,Katrinaburgh,California,Iceland,Female,43,7326.81,0,0,Bronze,Debit Card,Married,Master,Engineer,"? 45,490",unknown,FALSE,1.8,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2508,Candace Mcneil,max.oliver@outlook.com,(940)557-3797,Williamsmouth,South Carolina,Portugal,Female,43,9504.83,0,0,Gold,PayPal,Divorced,Bachelor,Other,"? 45,401",unknown,FALSE,3.9,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2578,Natasha Bean,gabriel.allen@outlook.com,259-261-2026,Burkemouth,Tennessee,France,Male,43,3118.48,0,12,Gold,Credit Card,Single,Master,Doctor,"? 45,388",unknown,TRUE,2,24-Oct-24,24-Oct-24,24-Oct-24
Cust_2732,James Taylor,nathan.hayes@yahoo.com,001-806-976-5583,New Jamesburgh,California,Libyan Arab Jamahiriya,Female,43,4394.09,0,0,Silver,PayPal,Single,Master,Teacher,"? 45,476",unknown,TRUE,5,24-Oct-24,24-Oct-24,24-Oct-24
