TransactionID,CustomerID,ProductID,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,RefundedAmount,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType,Delivery Date,Shipping Date ,Transaction Date
Txn_5270,Cust_9883,Prod_5,5,50,292,Online Payment,3,0,Unknown,"42756 Meagan Key Suite 329 North Sheila, NH 64945",0,0,30-Jul-24,25-Jan-24,0,0,FALSE,0,Online,28-Jun-24,25-Jan-24,11-Mar-24
Txn_5299,Cust_2684,Prod_32,1,50,292,Credit Card,1,0,Pending,"288 Jared Fall Austinville, IL 05638",0,0,14-Jun-24,28-May-24,0,0,TRUE,0,In-Store,28-May-24,28-May-24,28-May-24
Txn_5319,Cust_8097,Prod_46,5,50,292,Credit Card,1,0,Completed,"784 Raymond Extension South Maryside, MN 80434",0,0,01-Apr-24,17-Apr-24,0,0,TRUE,0,In-Store,22-Jun-24,12-Mar-24,04-Mar-24
Txn_5454,Cust_5888,Prod_29,5,50,292,Online Payment,2,0,Completed,"784 Ashley Turnpike Suite 029 Port Nathaniel, WY 86652",0,0,05-Jul-24,27-May-24,0,0,TRUE,0,In-Store,27-May-24,27-May-24,27-May-24
Txn_5589,Cust_4603,Prod_12,5,50,292,Credit Card,1,0,Pending,"792 Marsh Land Suite 730 Danielchester, KY 85243",0,0,05-Jun-24,04-Aug-24,0,0,TRUE,0,Online,04-Aug-24,06-Jul-24,04-Aug-24
Txn_5593,Cust_4359,Prod_30,5,50,292,Online Payment,1,0,Failed,"95147 Torres Point Aaronton, PA 39767",0,0,01-Jul-24,01-Sep-24,0,0,FALSE,0,In-Store,01-Sep-24,01-Sep-24,28-Jun-24
Txn_5799,Cust_9410,Prod_40,5,50,292,Debit Card,3,0,Unknown,"7149 Renee Center Apt. 674 South Joanchester, MA 14819",0,0,06-Aug-24,10-Mar-24,0,0,TRUE,0,In-Store,10-Mar-24,04-Feb-24,10-Mar-24
Txn_5984,Cust_1913,Prod_47,5,50,292,Cash,1,0,Pending,"0702 Joel Knoll Suite 871 Carloschester, MT 77277",0,0,19-Jan-24,30-Aug-24,0,0,FALSE,0,Online,30-Aug-24,30-Aug-24,27-Feb-24
Txn_6087,Cust_9834,Prod_15,5,50,292,Credit Card,1,0,Pending,"594 Dawn Club Heidiport, PR 21104",0,0,15-Oct-24,05-Oct-24,0,0,TRUE,0,Online,05-Oct-24,05-Oct-24,10-Aug-24
Txn_6122,Cust_4331,Prod_14,6,50,292,Debit Card,1,0,Completed,"98398 Morgan Locks Apt. 589 Solisbury, NH 87788",0,0,07-Jul-24,12-Apr-24,0,0,FALSE,0,Online,12-Apr-24,17-May-24,12-Apr-24
Txn_6557,Cust_6681,Prod_26,8,50,292,Credit Card,1,0,Unknown,"5507 Mullins Cape Suite 721 Mezabury, ME 74972",0,0,13-Apr-24,18-Jul-24,0,0,FALSE,0,In-Store,03-Mar-24,18-Jul-24,18-Jul-24
Txn_6639,Cust_4884,Prod_48,5,50,292,Online Payment,1,0,Completed,"56126 Melissa Flats Port Jeremyhaven, NH 39820",0,0,28-Jan-24,29-Jul-24,0,0,FALSE,0,In-Store,15-Jan-24,29-Jul-24,29-Jul-24
Txn_6991,Cust_5778,Prod_24,5,50,292,Debit Card,1,0,Completed,Unit 6314 Box 7953 DPO AE 78278,0,0,11-Mar-24,29-Feb-24,0,0,TRUE,0,In-Store,10-Apr-24,19-May-24,24-Jun-24
Txn_7209,Cust_9021,Prod_4,5,50,292,Online Payment,1,0,Completed,"123 Adam Field Suite 201 Barkerfort, PW 54570",0,0,29-Jun-24,25-Apr-24,0,0,TRUE,0,In-Store,25-Apr-24,25-Apr-24,25-Apr-24
Txn_7226,Cust_8474,Prod_8,5,50,292,Credit Card,2,0,Unknown,Unit 9707 Box 9622 DPO AP 13653,0,0,26-Aug-24,21-Mar-24,0,0,FALSE,0,In-Store,21-Jun-24,12-Jul-24,23-Jan-24
Txn_7265,Cust_2080,Prod_26,3,50,292,Credit Card,2,0,Failed,"0719 Cook Plain Suite 116 Matthewmouth, MA 56633",0,0,24-May-24,02-Aug-24,0,0,TRUE,0,Online,22-Jan-24,18-Feb-24,02-Aug-24
Txn_7801,Cust_7379,Prod_26,5,50,292,Cash,3,0,Completed,"068 Gordon Gateway North Jerome, VT 70054",0,0,19-Jul-24,30-Sep-24,0,0,TRUE,0,In-Store,30-Sep-24,13-Jan-24,30-Sep-24
Txn_7885,Cust_5576,Prod_1,5,50,292,Debit Card,3,0,Completed,"81732 Laura Trail Downston, VI 15663",0,0,06-Aug-24,14-Jul-24,0,0,FALSE,0,In-Store,14-Jul-24,09-May-24,27-Jul-24
Txn_8022,Cust_3882,Prod_12,8,50,292,Credit Card,1,0,Completed,"1379 Schwartz Parkways Suite 979 Lake Denisefurt, VI 56194",0,0,26-Jul-24,03-Jan-24,0,0,TRUE,0,In-Store,03-Jan-24,03-Jan-24,03-Jan-24
Txn_8179,Cust_8423,Prod_11,5,50,292,Cash,1,0,Failed,USS Morris FPO AP 64615,0,0,04-Jul-24,31-May-24,0,0,TRUE,0,In-Store,17-May-24,05-Oct-24,31-May-24
Txn_8348,Cust_6024,Prod_34,5,50,292,Cash,2,0,Completed,"1801 Johnny Port Kurtville, DC 42719",0,0,18-May-24,11-Jun-24,0,0,FALSE,0,Online,11-Jun-24,11-Jun-24,13-Sep-24
Txn_8445,Cust_2968,Prod_39,8,50,292,Debit Card,3,0,Pending,"1983 Michele Bypass New Robertshire, PW 64018",0,0,04-Mar-24,08-Apr-24,0,0,FALSE,0,Online,22-Jan-24,08-Apr-24,26-Mar-24
Txn_8597,Cust_5749,Prod_32,5,50,292,Debit Card,3,0,Pending,USS Davis FPO AA 23302,0,0,23-Jun-24,24-Jul-24,0,0,FALSE,0,Online,24-Jul-24,24-Jul-24,24-Jul-24
Txn_8851,Cust_6882,Prod_25,6,50,292,Online Payment,2,0,Completed,USNS Collins FPO AP 67264,0,0,26-Apr-24,17-Jan-24,0,0,FALSE,0,Online,17-Jan-24,02-Aug-24,29-May-24
Txn_9703,Cust_4209,Prod_6,10,50,292,Credit Card,1,0,Unknown,"73675 Casey Lakes Apt. 919 North James, VT 37960",0,0,01-Jan-24,31-May-24,0,0,TRUE,0,In-Store,23-Sep-24,31-May-24,31-May-24
Txn_9712,Cust_8181,Prod_13,5,50,292,Credit Card,1,0,Pending,"73163 Ramos Rapids Suite 381 East Amber, AR 41323",0,0,28-Sep-24,15-Aug-24,0,0,TRUE,0,In-Store,15-Aug-24,15-Aug-24,23-Jun-24
Txn_10073,Cust_9050,Prod_32,5,50,292,Cash,2,0,Completed,"8101 Joseph Roads Franklinberg, OR 28970",0,0,24-Mar-24,09-Mar-24,0,0,FALSE,0,In-Store,09-Mar-24,06-Jan-24,09-Mar-24
Txn_10178,Cust_6458,Prod_16,10,50,292,Debit Card,1,0,Unknown,Unit 9075 Box 8001 DPO AP 02624,0,0,18-Apr-24,21-Mar-24,0,0,FALSE,0,In-Store,12-Jan-24,21-Mar-24,21-Mar-24
Txn_10432,Cust_9712,Prod_47,1,50,292,Credit Card,1,0,Pending,"807 Jensen Camp Apt. 674 Lake Margaretbury, IN 41709",0,0,07-Feb-24,16-Jun-24,0,0,TRUE,0,Online,12-May-24,16-Jun-24,16-Jun-24
Txn_10473,Cust_8855,Prod_4,5,50,292,Cash,1,0,Completed,"53626 Powell Rest Apt. 285 Lake Ryan, MT 86717",0,0,05-May-24,31-Mar-24,0,0,FALSE,0,Online,22-Sep-24,31-Mar-24,31-Mar-24
Txn_10557,Cust_6212,Prod_43,5,50,292,Cash,1,0,Failed,"9861 Kelly Bridge North Mary, NC 52660",0,0,23-May-24,24-Mar-24,0,0,FALSE,0,In-Store,26-Jan-24,15-Jun-24,24-Mar-24
Txn_11456,Cust_9863,Prod_50,5,50,292,Credit Card,1,0,Failed,"54859 Mclean Mountain Port Laurenchester, NM 68849",0,0,04-Oct-24,09-Mar-24,0,0,TRUE,0,In-Store,13-Apr-24,04-Sep-24,03-Apr-24
Txn_11603,Cust_4022,Prod_31,2,50,292,Cash,2,0,Unknown,"0801 Sara Mountains Apt. 334 Port Stephenborough, NH 66413",0,0,06-Jun-24,03-Oct-24,0,0,FALSE,0,Online,21-Aug-24,03-Oct-24,28-May-24
Txn_12094,Cust_1873,Prod_22,5,50,292,Online Payment,3,0,Failed,"23850 Trujillo Burgs Suite 727 Conniemouth, DE 87400",0,0,06-Jan-24,29-Jul-24,0,0,TRUE,0,In-Store,06-Mar-24,29-Jul-24,29-Jul-24
Txn_12123,Cust_98,Prod_49,5,50,292,Credit Card,3,0,Completed,"49673 Dawn Creek Port Paulville, ME 40551",0,0,19-Jun-24,19-Mar-24,0,0,FALSE,0,Online,16-Aug-24,13-Aug-24,11-May-24
Txn_12531,Cust_3386,Prod_15,8,50,292,Online Payment,3,0,Pending,"PSC 6909, Box 9848 APO AE 17376",0,0,09-Jun-24,03-Aug-24,0,0,TRUE,0,In-Store,03-Aug-24,28-Apr-24,09-Sep-24
Txn_12609,Cust_8727,Prod_17,5,50,292,Credit Card,3,0,Unknown,"PSC 3096, Box 6730 APO AP 40104",0,0,29-Jun-24,15-Apr-24,0,0,FALSE,0,In-Store,25-Jun-24,15-Apr-24,15-Apr-24
Txn_12719,Cust_8158,Prod_34,10,50,292,Credit Card,1,0,Completed,"5114 Richard Summit Apt. 910 Michaelville, IA 24873",0,0,15-Aug-24,06-Jul-24,0,0,TRUE,0,In-Store,17-Sep-24,11-Feb-24,06-Jul-24
Txn_12958,Cust_8197,Prod_18,5,50,292,Cash,1,0,Completed,"760 Wade Land Apt. 349 Greenchester, PA 19724",0,0,30-May-24,29-Jan-24,0,0,FALSE,0,Online,29-Jan-24,08-May-24,29-Jan-24
Txn_13120,Cust_3271,Prod_25,5,50,292,Cash,1,0,Failed,"83590 Zimmerman Oval Apt. 423 Stewartport, AR 16721",0,0,07-Feb-24,29-Jan-24,0,0,FALSE,0,In-Store,04-Feb-24,29-Jan-24,24-Sep-24
Txn_13459,Cust_8003,Prod_16,4,50,292,Credit Card,3,0,Pending,"169 Miller Mews Walterborough, FM 51404",0,0,16-May-24,12-Apr-24,0,0,TRUE,0,In-Store,12-Apr-24,18-Jun-24,10-May-24
Txn_13646,Cust_8000,Prod_22,10,50,292,Online Payment,2,0,Completed,"42758 Sheppard Hills Chrisborough, OR 01444",0,0,11-Mar-24,16-Feb-24,0,0,TRUE,0,Online,07-May-24,16-Feb-24,27-Sep-24
Txn_13829,Cust_3201,Prod_7,5,50,292,Debit Card,1,0,Completed,"360 Jones Crossing Suite 308 Samanthaville, SD 85768",0,0,05-Apr-24,03-Sep-24,0,0,FALSE,0,In-Store,20-Feb-24,03-Aug-24,08-Aug-24
Txn_13941,Cust_7573,Prod_29,5,50,292,Online Payment,1,0,Failed,"04001 Carter Circles Suite 945 Josephview, UT 02261",0,0,17-Mar-24,30-Jun-24,0,0,TRUE,0,Online,11-Mar-24,27-Sep-24,14-Jan-24
Txn_13989,Cust_9237,Prod_16,8,50,292,Online Payment,1,0,Completed,"227 Mccarty Roads Apt. 661 Port Sierra, NC 85588",0,0,03-Jan-24,19-Jun-24,0,0,FALSE,0,Online,01-Feb-24,19-Jun-24,19-Jun-24
Txn_14087,Cust_593,Prod_18,8,50,292,Debit Card,2,0,Completed,"1608 Brooks Hills North Paulfurt, OR 85610",0,0,18-Jun-24,12-Sep-24,0,0,TRUE,0,In-Store,27-Jun-24,01-Sep-24,12-Sep-24
Txn_14096,Cust_2500,Prod_45,10,50,292,Debit Card,1,0,Failed,"0396 Blanchard Court Ricardoton, NJ 57116",0,0,19-Jul-24,09-Jul-24,0,0,FALSE,0,In-Store,03-Oct-24,09-Jul-24,26-Aug-24
Txn_14186,Cust_5599,Prod_14,3,50,292,Online Payment,3,0,Unknown,"1077 Holland Ridge Apt. 189 West April, MN 87937",0,0,05-Feb-24,05-Sep-24,0,0,TRUE,0,Online,21-Apr-24,10-Mar-24,05-Sep-24
Txn_14374,Cust_2275,Prod_10,7,50,292,Online Payment,1,0,Unknown,"992 Shea Stream Brandtport, AS 41672",0,0,07-Aug-24,13-Mar-24,0,0,FALSE,0,Online,26-Jun-24,06-Apr-24,13-Mar-24
Txn_14378,Cust_6902,Prod_48,5,50,292,Credit Card,1,0,Pending,"PSC 4591, Box 3735 APO AE 25745",0,0,19-Feb-24,02-Apr-24,0,0,FALSE,0,In-Store,02-Apr-24,29-May-24,18-Jun-24
Txn_14429,Cust_8609,Prod_45,5,50,292,Credit Card,2,0,Pending,Unit 2987 Box 0108 DPO AA 03375,0,0,24-Sep-24,11-Feb-24,0,0,TRUE,0,In-Store,05-Mar-24,11-Feb-24,20-Mar-24
Txn_14480,Cust_2721,Prod_24,5,50,292,Credit Card,2,0,Pending,"385 Joseph Fall Apt. 333 Lake Jamesstad, KS 45575",0,0,17-May-24,12-Aug-24,0,0,TRUE,0,Online,06-Jul-24,13-Oct-24,02-Sep-24
Txn_14483,Cust_4340,Prod_10,5,50,292,Credit Card,3,0,Failed,"742 Ashley Gateway West Vernon, WY 39836",0,0,17-May-24,20-Jun-24,0,0,TRUE,0,In-Store,19-Apr-24,06-Apr-24,20-Jun-24
Txn_14740,Cust_7733,Prod_22,3,50,292,Cash,1,0,Unknown,"88612 Scott Track Apt. 273 Nelsonside, TN 24342",0,0,15-Feb-24,05-Jun-24,0,0,TRUE,0,In-Store,04-Sep-24,05-Jun-24,30-Apr-24
Txn_14786,Cust_642,Prod_21,10,50,292,Debit Card,2,0,Unknown,"546 Robert Plains Lake Stevenfurt, PA 21486",0,0,20-May-24,29-Apr-24,0,0,TRUE,0,In-Store,24-Jan-24,02-Oct-24,27-Sep-24
Txn_14847,Cust_9981,Prod_50,6,50,292,Credit Card,1,0,Pending,"4633 Wade Path Oneillburgh, NM 97805",0,0,22-Feb-24,12-Sep-24,0,0,TRUE,0,Online,12-Sep-24,08-Feb-24,08-Jun-24
Txn_15331,Cust_9304,Prod_28,5,50,292,Debit Card,3,0,Pending,"820 Scott Flat Apt. 206 Morganview, UT 49479",0,0,24-Feb-24,09-Feb-24,0,0,TRUE,0,Online,25-May-24,09-Feb-24,09-Feb-24
Txn_15379,Cust_7958,Prod_24,10,50,292,Credit Card,3,0,Pending,"4249 Holmes Expressway South Ronaldburgh, OH 36598",0,0,15-Feb-24,16-Aug-24,0,0,FALSE,0,In-Store,28-Jan-24,16-Aug-24,16-Aug-24
Txn_15498,Cust_1736,Prod_38,5,50,292,Credit Card,3,0,Unknown,"389 Rose Dale Apt. 307 West Johnmouth, MO 40766",0,0,20-Aug-24,15-Oct-24,0,0,FALSE,0,In-Store,15-Oct-24,08-Jan-24,15-Oct-24
Txn_15685,Cust_1375,Prod_23,5,50,292,Credit Card,1,0,Pending,"59561 Smith Heights Suite 160 Timothyville, AZ 95644",0,0,29-Apr-24,06-Sep-24,0,0,FALSE,0,In-Store,11-May-24,06-Sep-24,06-Sep-24
Txn_15720,Cust_9074,Prod_31,5,50,292,Online Payment,2,0,Failed,"0932 Dixon Views Apt. 025 North Lauren, CT 29210",0,0,14-May-24,17-Jul-24,0,0,TRUE,0,In-Store,17-Jul-24,23-May-24,17-Jul-24
Txn_15955,Cust_8085,Prod_32,5,50,292,Credit Card,1,0,Completed,"569 Lindsey Springs New Samantha, VT 77322",0,0,13-Oct-24,16-Jul-24,0,0,TRUE,0,In-Store,30-May-24,13-Jan-24,16-Jul-24
Txn_16372,Cust_9374,Prod_36,4,50,292,Credit Card,1,0,Completed,"4193 Johnson Plains Marshallfort, CT 87711",0,0,02-Aug-24,02-Oct-24,0,0,FALSE,0,Online,08-Jun-24,21-Aug-24,02-Oct-24
Txn_16644,Cust_3414,Prod_1,5,50,292,Credit Card,1,0,Unknown,"956 Ward Bridge Melissaland, VI 49043",0,0,23-Aug-24,23-Aug-24,0,0,TRUE,0,In-Store,23-Jul-24,24-May-24,12-Jan-24
Txn_17044,Cust_2303,Prod_36,1,50,292,Credit Card,1,0,Completed,"2975 Jeffrey Isle Maryborough, IN 79587",0,0,01-Jan-24,02-Jan-24,0,0,FALSE,0,In-Store,16-Mar-24,02-Jan-24,02-Jan-24
Txn_17727,Cust_5146,Prod_40,10,50,292,Cash,1,0,Pending,"1166 Justin Trafficway Jonesview, AR 77516",0,0,25-May-24,02-Feb-24,0,0,FALSE,0,Online,02-Feb-24,02-Feb-24,02-Feb-24
Txn_17804,Cust_7550,Prod_50,3,50,292,Online Payment,2,0,Failed,"827 Amy Crossroad Rodriguezside, CT 11812",0,0,04-May-24,08-Aug-24,0,0,TRUE,0,Online,09-Apr-24,08-Aug-24,08-Aug-24
Txn_17890,Cust_3001,Prod_8,5,50,292,Online Payment,1,0,Unknown,"03581 Garcia Overpass Suite 672 New Gabrielton, ME 26993",0,0,02-Jun-24,15-Jan-24,0,0,TRUE,0,In-Store,03-Mar-24,15-Jan-24,11-Feb-24
Txn_17959,Cust_6796,Prod_36,5,50,292,Credit Card,1,0,Unknown,"995 King Ports South Zachary, OK 63757",0,0,21-Sep-24,25-Apr-24,0,0,TRUE,0,Online,11-Sep-24,06-Mar-24,25-Apr-24
Txn_18830,Cust_7920,Prod_24,5,50,292,Cash,2,0,Pending,"PSC 9537, Box 5546 APO AP 12832",0,0,29-May-24,02-Oct-24,0,0,TRUE,0,Online,10-Oct-24,02-Oct-24,14-Jun-24
Txn_18905,Cust_6385,Prod_23,5,50,292,Cash,3,0,Completed,Unit 0857 Box 9031 DPO AA 22181,0,0,20-Sep-24,03-Feb-24,0,0,TRUE,0,Online,03-Feb-24,23-May-24,03-Feb-24
Txn_19225,Cust_5659,Prod_48,5,50,292,Online Payment,2,0,Unknown,"306 Sullivan Stravenue Suite 653 West Katherine, NY 25067",0,0,12-Jan-24,30-Mar-24,0,0,TRUE,0,In-Store,10-Oct-24,16-Sep-24,30-Mar-24
Txn_19452,Cust_3255,Prod_24,5,50,292,Credit Card,1,0,Failed,"756 Lam Terrace Apt. 679 East Thomas, AK 52212",0,0,19-Sep-24,25-Apr-24,0,0,FALSE,0,In-Store,15-Apr-24,23-Jan-24,28-Sep-24
Txn_19493,Cust_9906,Prod_10,2,50,292,Debit Card,2,0,Completed,"066 Joseph Key Apt. 817 Sydneyview, OH 76134",0,0,06-May-24,21-Jan-24,0,0,FALSE,0,Online,25-Aug-24,11-Oct-24,21-Jan-24
Txn_19556,Cust_416,Prod_11,5,50,292,Cash,2,0,Completed,USNV James FPO AA 75445,0,0,14-Feb-24,07-Oct-24,0,0,FALSE,0,In-Store,01-Jan-24,01-Aug-24,02-Jan-24
Txn_260,Cust_4772,Prod_20,5,50,292,Cash,2,0,Pending,"81791 Lopez Land Johnsonview, CT 87685",0,0,10-Mar-24,22-Jun-24,4.9,0,FALSE,0,In-Store,26-Feb-24,22-Jun-24,22-Jun-24
Txn_511,Cust_5851,Prod_14,5,50,292,Credit Card,1,0,Completed,"59644 Griffin Stravenue Apt. 141 North Philipstad, MN 10342",0,0,26-May-24,22-Aug-24,3.8,0,FALSE,0,Online,22-Aug-24,13-Jun-24,03-May-24
Txn_529,Cust_9951,Prod_27,5,50,292,Debit Card,1,0,Pending,"48391 Paul Harbor Adamsview, DC 55741",0,0,06-Sep-24,26-Sep-24,3.1,0,TRUE,0,In-Store,26-Sep-24,01-Mar-24,26-Sep-24
Txn_585,Cust_8484,Prod_41,7,50,292,Cash,1,0,Failed,USNS Dyer FPO AP 48119,0,0,30-Jan-24,02-Jun-24,2.5,0,FALSE,0,Online,02-Jun-24,27-Jan-24,02-Jun-24
Txn_770,Cust_3586,Prod_48,7,50,292,Credit Card,3,0,Failed,"34606 James Park Jenningsland, PA 54225",0,0,24-May-24,16-Sep-24,4.6,0,TRUE,0,Online,16-Sep-24,16-Sep-24,24-Aug-24
Txn_861,Cust_5266,Prod_49,5,50,292,Debit Card,3,0,Unknown,"03405 Johnson Corner East Amyside, ME 93920",0,0,27-Jan-24,17-Jun-24,3.9,0,TRUE,0,Online,09-Jun-24,17-Jun-24,14-Jun-24
Txn_1065,Cust_1142,Prod_10,4,50,292,Debit Card,1,0,Failed,"97279 Angela Stravenue East Richard, ND 92140",0,0,15-Aug-24,07-May-24,2.4,0,TRUE,0,Online,17-Apr-24,07-Sep-24,24-Jan-24
Txn_1237,Cust_2621,Prod_38,5,50,292,Cash,1,0,Completed,"035 Robinson Ridge East Briantown, AR 77149",0,0,23-Jan-24,24-Jan-24,3,0,TRUE,0,In-Store,20-Apr-24,23-Feb-24,24-Jan-24
Txn_1418,Cust_1985,Prod_30,8,50,292,Online Payment,3,0,Failed,"112 Anthony Knoll Suite 328 Roystad, VI 83580",0,0,23-Mar-24,25-Apr-24,1.4,0,TRUE,0,Online,25-Apr-24,30-May-24,25-Apr-24
Txn_1430,Cust_3632,Prod_16,8,50,292,Cash,1,0,Failed,"6599 Little Throughway South Glennberg, NH 86737",0,0,05-Jan-24,07-Aug-24,3.7,0,FALSE,0,In-Store,07-Aug-24,07-Aug-24,07-Aug-24
Txn_2244,Cust_9397,Prod_23,5,50,292,Credit Card,1,0,Failed,"5191 Nathaniel Park Apt. 918 North Abigail, MD 18195",0,0,03-Jan-24,08-Jan-24,1.2,0,FALSE,0,Online,08-Jan-24,08-Jan-24,08-Jan-24
Txn_2617,Cust_9892,Prod_17,5,50,292,Online Payment,1,0,Unknown,"49333 Powell Station Apt. 891 Deckerstad, LA 58321",0,0,10-Oct-24,18-Sep-24,3.4,0,FALSE,0,Online,18-Sep-24,08-Apr-24,18-Sep-24
Txn_2738,Cust_9240,Prod_44,5,50,292,Credit Card,1,0,Pending,"035 Davis Parkway Bowmanmouth, OK 97505",0,0,20-May-24,04-Aug-24,2.4,0,TRUE,0,Online,04-Aug-24,04-Aug-24,04-Aug-24
Txn_2750,Cust_2804,Prod_6,5,50,292,Cash,1,0,Unknown,"775 Murphy Route Perryton, CO 78131",0,0,17-Mar-24,20-Aug-24,3.4,0,FALSE,0,In-Store,15-Jan-24,20-Aug-24,20-Aug-24
Txn_3112,Cust_450,Prod_6,3,50,292,Cash,1,0,Unknown,"6862 Mark Lakes Lake Brandonborough, PA 90475",0,0,01-Mar-24,05-Mar-24,3.6,0,TRUE,0,Online,04-Mar-24,30-Mar-24,05-Mar-24
Txn_3339,Cust_6220,Prod_30,5,50,292,Credit Card,1,0,Pending,"52132 Jones Passage Mcmillanhaven, PR 06234",0,0,06-Oct-24,27-Feb-24,1.9,0,FALSE,0,In-Store,27-Feb-24,17-Apr-24,27-Feb-24
Txn_3434,Cust_2220,Prod_18,3,50,292,Credit Card,1,0,Completed,"29546 Jacob Fields Suite 782 East Ashleyside, MI 13567",0,0,13-Feb-24,29-Jun-24,4.6,0,FALSE,0,In-Store,08-Apr-24,29-Jun-24,30-Jul-24
Txn_3516,Cust_3540,Prod_30,3,50,292,Credit Card,2,0,Pending,"52659 Mendoza Locks South Kyleshire, GU 37271",0,0,15-Apr-24,20-Sep-24,4.5,0,TRUE,0,Online,26-Mar-24,20-Sep-24,20-Sep-24
Txn_4028,Cust_4023,Prod_49,5,50,292,Cash,1,0,Completed,"92139 Samuel Knoll South Jerryburgh, SC 00719",0,0,27-Aug-24,26-Aug-24,3.2,0,TRUE,0,Online,30-Apr-24,25-May-24,30-Apr-24
